country_name,year,debt_to_gdp_ratio,growth_rate,population
Sierra Leone,1955,72.37%,1.19%,"8,306,436"
Canada,2022,88.01%,0.89%,"38,388,419"
Canada,2021,88.01%,0.91%,"38,388,419"
Antigua And Barbuda,2022,88.35%,0.84%,"99,509"
Antigua And Barbuda,2021,88.35%,0.87%,"99,509"
Antigua And Barbuda,2020,88.35%,0.83%,"99,509"
Antigua And Barbuda,2019,88.35%,0.86%,"99,509"
Dominica,1985,79.84%,-0.57%,"72,344"
Dominica,1980,79.84%,0.88%,"72,344"
Dominica,1975,79.84%,0.29%,"72,344"
Dominica,1970,79.84%,1.79%,"72,344"
Dominica,1965,79.84%,1.62%,"72,344"
Dominica,1960,79.84%,1.92%,"72,344"
Dominica,1955,79.84%,1.32%,"72,344"
Tunisia,2019,81.55%,1.12%,"12,046,656"
Tunisia,2018,81.55%,1.15%,"12,046,656"
Tunisia,2017,81.55%,1.15%,"12,046,656"
Tunisia,2015,81.55%,1.00%,"12,046,656"
Tunisia,2010,81.55%,1.03%,"12,046,656"
Tunisia,2005,81.55%,0.81%,"12,046,656"
Sao Tome And Principe,1960,74.10%,1.80%,"227,679"
Sao Tome And Principe,1955,74.10%,-0.40%,"227,679"
Mauritania,2022,80.61%,2.74%,"4,901,981"
Mauritania,2021,80.61%,2.78%,"4,901,981"
Mauritania,2020,80.61%,2.74%,"4,901,981"
Zambia,2005,80.50%,2.62%,"19,470,234"
Zambia,2000,80.50%,2.75%,"19,470,234"
Zambia,1995,80.50%,2.51%,"19,470,234"
Zambia,1990,80.50%,3.03%,"19,470,234"
Zambia,1985,80.50%,3.42%,"19,470,234"
Zambia,1980,80.50%,3.43%,"19,470,234"
Argentina,1960,75.90%,1.74%,"46,010,234"
Argentina,1955,75.90%,1.98%,"46,010,234"
Aruba,,83.57%,,"107,609"
Aruba,,83.57%,,"107,609"
Pakistan,1970,77.00%,2.69%,"229,488,994"
Pakistan,1965,77.00%,2.51%,"229,488,994"
Pakistan,1960,77.00%,2.13%,"229,488,994"
Pakistan,1955,77.00%,1.52%,"229,488,994"
United Kingdom,2019,85.67%,0.58%,"68,497,907"
United Kingdom,2018,85.67%,0.62%,"68,497,907"
United Kingdom,2017,85.67%,0.65%,"68,497,907"
United Kingdom,2015,85.67%,0.74%,"68,497,907"
United Kingdom,2010,85.67%,1.03%,"68,497,907"
United Kingdom,2005,85.67%,0.46%,"68,497,907"
United Kingdom,2000,85.67%,0.34%,"68,497,907"
Egypt,2019,86.93%,2.00%,"106,156,692"
Egypt,2018,86.93%,2.05%,"106,156,692"
Egypt,2017,86.93%,2.11%,"106,156,692"
Egypt,2015,86.93%,2.24%,"106,156,692"
Egypt,2010,86.93%,1.85%,"106,156,692"
Egypt,2005,86.93%,1.87%,"106,156,692"
Egypt,2000,86.93%,2.00%,"106,156,692"
Canada,2020,88.01%,0.89%,"38,388,419"
Canada,2019,88.01%,0.91%,"38,388,419"
Canada,2018,88.01%,0.93%,"38,388,419"
Canada,2017,88.01%,0.96%,"38,388,419"
Canada,2015,88.01%,1.08%,"38,388,419"
Canada,2010,88.01%,1.20%,"38,388,419"
Canada,2005,88.01%,1.01%,"38,388,419"
Antigua And Barbuda,2018,88.35%,0.90%,"99,509"
Antigua And Barbuda,2017,88.35%,0.95%,"99,509"
Antigua And Barbuda,2015,88.35%,1.23%,"99,509"
Antigua And Barbuda,2010,88.35%,1.56%,"99,509"
Antigua And Barbuda,2005,88.35%,1.39%,"99,509"
Antigua And Barbuda,2000,88.35%,2.05%,"99,509"
Republic of the Congo,2022,90.19%,2.56%,"5,797,805"
Republic of the Congo,2021,90.19%,2.58%,"5,797,805"
Republic of the Congo,2020,90.19%,2.56%,"5,797,805"
Republic of the Congo,2019,90.19%,2.60%,"5,797,805"
Tunisia,2000,81.55%,1.25%,"12,046,656"
Tunisia,1995,81.55%,2.06%,"12,046,656"
Tunisia,1990,81.55%,2.38%,"12,046,656"
Tunisia,1985,81.55%,2.83%,"12,046,656"
Tunisia,1980,81.55%,2.42%,"12,046,656"
Tunisia,1975,81.55%,2.24%,"12,046,656"
Tunisia,1970,81.55%,2.17%,"12,046,656"
Sri Lanka,2022,82.99%,0.42%,"21,575,842"
Sri Lanka,2021,82.99%,0.45%,"21,575,842"
Sri Lanka,2020,82.99%,0.42%,"21,575,842"
Sri Lanka,2019,82.99%,0.45%,"21,575,842"
Mauritania,2019,80.61%,2.78%,"4,901,981"
Mauritania,2018,80.61%,2.82%,"4,901,981"
Mauritania,2017,80.61%,2.86%,"4,901,981"
Mauritania,2015,80.61%,2.98%,"4,901,981"
Mauritania,2010,80.61%,2.93%,"4,901,981"
Mauritania,2005,80.61%,2.83%,"4,901,981"
Mauritania,2000,80.61%,2.60%,"4,901,981"
Zambia,1975,80.50%,3.42%,"19,470,234"
Zambia,1970,80.50%,3.20%,"19,470,234"
Zambia,1965,80.50%,3.06%,"19,470,234"
Zambia,1960,80.50%,3.03%,"19,470,234"
Zambia,1955,80.50%,2.74%,"19,470,234"
United Kingdom,1995,85.67%,0.28%,"68,497,907"
United Kingdom,1990,85.67%,0.25%,"68,497,907"
United Kingdom,1985,85.67%,0.07%,"68,497,907"
United Kingdom,1980,85.67%,0.02%,"68,497,907"
United Kingdom,1975,85.67%,0.21%,"68,497,907"
United Kingdom,1970,85.67%,0.49%,"68,497,907"
United Kingdom,1965,85.67%,0.70%,"68,497,907"
United Kingdom,1960,85.67%,0.51%,"68,497,907"
Egypt,1995,86.93%,2.12%,"106,156,692"
Egypt,1990,86.93%,2.65%,"106,156,692"
Egypt,1985,86.93%,2.61%,"106,156,692"
Egypt,1980,86.93%,2.36%,"106,156,692"
Egypt,1975,86.93%,2.24%,"106,156,692"
Egypt,1970,86.93%,2.55%,"106,156,692"
Egypt,1965,86.93%,2.70%,"106,156,692"
Egypt,1960,86.93%,2.78%,"106,156,692"
Brazil,2022,90.36%,0.71%,"215,353,593"
Brazil,2021,90.36%,0.75%,"215,353,593"
Canada,2000,88.01%,0.96%,"38,388,419"
Canada,1995,88.01%,1.15%,"38,388,419"
Canada,1990,88.01%,1.36%,"38,388,419"
Canada,1985,88.01%,1.06%,"38,388,419"
Canada,1980,88.01%,1.15%,"38,388,419"
Canada,1975,88.01%,1.53%,"38,388,419"
Canada,1970,88.01%,1.72%,"38,388,419"
Angola,2022,90.46%,3.27%,"35,027,343"
Angola,2021,90.46%,3.31%,"35,027,343"
Angola,2020,90.46%,3.27%,"35,027,343"
Angola,2019,90.46%,3.30%,"35,027,343"
Antigua And Barbuda,1995,88.35%,1.89%,"99,509"
Antigua And Barbuda,1990,88.35%,0.24%,"99,509"
Antigua And Barbuda,1985,88.35%,-0.03%,"99,509"
Antigua And Barbuda,1980,88.35%,-0.26%,"99,509"
Antigua And Barbuda,1975,88.35%,-0.47%,"99,509"
Antigua And Barbuda,1970,88.35%,1.80%,"99,509"
Belize,2022,92.64%,1.87%,"412,190"
Belize,2021,92.64%,1.91%,"412,190"
Belize,2020,92.64%,1.86%,"412,190"
Jamaica,2022,94.13%,0.44%,"2,985,094"
Jamaica,2021,94.13%,0.46%,"2,985,094"
Jamaica,2020,94.13%,0.44%,"2,985,094"
Portugal,2022,119.46%,-0.29%,"10,140,570"
Portugal,2021,119.46%,-0.31%,"10,140,570"
Portugal,2020,119.46%,-0.29%,"10,140,570"
Republic of the Congo,2018,90.19%,2.61%,"5,797,805"
Republic of the Congo,2017,90.19%,2.60%,"5,797,805"
Republic of the Congo,2015,90.19%,2.59%,"5,797,805"
Republic of the Congo,2010,90.19%,3.36%,"5,797,805"
Republic of the Congo,2005,90.19%,2.98%,"5,797,805"
Republic of the Congo,2000,90.19%,2.93%,"5,797,805"
Republic of the Congo,1995,90.19%,2.81%,"5,797,805"
Tunisia,1965,81.55%,1.71%,"12,046,656"
Tunisia,1960,81.55%,1.16%,"12,046,656"
Tunisia,1955,81.55%,1.81%,"12,046,656"
Sri Lanka,2018,82.99%,0.48%,"21,575,842"
Sri Lanka,2017,82.99%,0.51%,"21,575,842"
Sri Lanka,2015,82.99%,0.63%,"21,575,842"
Sri Lanka,2010,82.99%,0.72%,"21,575,842"
Sri Lanka,2005,82.99%,0.80%,"21,575,842"
Sri Lanka,2000,82.99%,0.58%,"21,575,842"
Mauritania,1995,80.61%,2.61%,"4,901,981"
Mauritania,1990,80.61%,2.71%,"4,901,981"
Mauritania,1985,80.61%,2.93%,"4,901,981"
Mauritania,1980,80.61%,2.97%,"4,901,981"
Mauritania,1975,80.61%,3.02%,"4,901,981"
Mauritania,1970,80.61%,3.07%,"4,901,981"
Mauritania,1965,80.61%,3.00%,"4,901,981"
United Kingdom,1955,85.67%,0.18%,"68,497,907"
Egypt,1955,86.93%,2.57%,"106,156,692"
Brazil,2020,90.36%,0.71%,"215,353,593"
Brazil,2019,90.36%,0.75%,"215,353,593"
Brazil,2018,90.36%,0.79%,"215,353,593"
Brazil,2017,90.36%,0.81%,"215,353,593"
Brazil,2015,90.36%,0.88%,"215,353,593"
Brazil,2010,90.36%,1.01%,"215,353,593"
Brazil,2005,90.36%,1.26%,"215,353,593"
Canada,1965,88.01%,1.92%,"38,388,419"
Canada,1960,88.01%,2.63%,"38,388,419"
Canada,1955,88.01%,2.68%,"38,388,419"
Angola,2018,90.46%,3.33%,"35,027,343"
Angola,2017,90.46%,3.38%,"35,027,343"
Angola,2015,90.46%,3.61%,"35,027,343"
Angola,2010,90.46%,3.75%,"35,027,343"
Angola,2005,90.46%,3.46%,"35,027,343"
Angola,2000,90.46%,3.29%,"35,027,343"
Angola,1995,90.46%,3.31%,"35,027,343"
Antigua And Barbuda,1965,88.35%,1.63%,"99,509"
Antigua And Barbuda,1960,88.35%,1.74%,"99,509"
Antigua And Barbuda,1955,88.35%,1.75%,"99,509"
Belize,2019,92.64%,1.90%,"412,190"
Belize,2018,92.64%,1.94%,"412,190"
Belize,2017,92.64%,2.00%,"412,190"
Belize,2015,92.64%,2.28%,"412,190"
Belize,2010,92.64%,2.59%,"412,190"
Belize,2005,92.64%,2.79%,"412,190"
Jamaica,2019,94.13%,0.46%,"2,985,094"
Jamaica,2018,94.13%,0.48%,"2,985,094"
Jamaica,2017,94.13%,0.50%,"2,985,094"
Jamaica,2015,94.13%,0.57%,"2,985,094"
Jamaica,2010,94.13%,0.51%,"2,985,094"
Jamaica,2005,94.13%,0.64%,"2,985,094"
Portugal,2019,119.46%,-0.29%,"10,140,570"
Portugal,2018,119.46%,-0.31%,"10,140,570"
Portugal,2017,119.46%,-0.36%,"10,140,570"
Portugal,2015,119.46%,-0.43%,"10,140,570"
Portugal,2010,119.46%,0.17%,"10,140,570"
Portugal,2005,119.46%,0.41%,"10,140,570"
Cape Verde,2022,125.29%,1.10%,"567,678"
Cape Verde,2021,125.29%,1.13%,"567,678"
Republic of the Congo,1990,90.19%,2.79%,"5,797,805"
Republic of the Congo,1985,90.19%,2.93%,"5,797,805"
Republic of the Congo,1980,90.19%,2.96%,"5,797,805"
Republic of the Congo,1975,90.19%,2.98%,"5,797,805"
Republic of the Congo,1970,90.19%,2.81%,"5,797,805"
Republic of the Congo,1965,90.19%,2.56%,"5,797,805"
Republic of the Congo,1960,90.19%,2.25%,"5,797,805"
Eritrea,2022,127.34%,1.42%,"3,662,244"
Eritrea,2021,127.34%,1.30%,"3,662,244"
Eritrea,2020,127.34%,1.41%,"3,662,244"
Eritrea,2019,127.34%,1.28%,"3,662,244"
Eritrea,2018,127.34%,1.17%,"3,662,244"
Sri Lanka,1995,82.99%,1.04%,"21,575,842"
Sri Lanka,1990,82.99%,1.38%,"21,575,842"
Sri Lanka,1985,82.99%,1.47%,"21,575,842"
Sri Lanka,1980,82.99%,1.80%,"21,575,842"
Sri Lanka,1975,82.99%,1.96%,"21,575,842"
Sri Lanka,1970,82.99%,2.36%,"21,575,842"
Sri Lanka,1965,82.99%,2.39%,"21,575,842"
Mauritania,1960,80.61%,2.87%,"4,901,981"
Mauritania,1955,80.61%,2.54%,"4,901,981"
Brazil,2000,90.36%,1.53%,"215,353,593"
Brazil,1995,90.36%,1.69%,"215,353,593"
Brazil,1990,90.36%,1.95%,"215,353,593"
Brazil,1985,90.36%,2.31%,"215,353,593"
Brazil,1980,90.36%,2.40%,"215,353,593"
Brazil,1975,90.36%,2.43%,"215,353,593"
Brazil,1970,90.36%,2.67%,"215,353,593"
Angola,1990,90.46%,3.53%,"35,027,343"
Angola,1985,90.46%,3.62%,"35,027,343"
Angola,1980,90.46%,3.50%,"35,027,343"
Angola,1975,90.46%,3.58%,"35,027,343"
Angola,1970,90.46%,0.41%,"35,027,343"
Angola,1965,90.46%,1.13%,"35,027,343"
Belize,2000,92.64%,3.63%,"412,190"
Belize,1995,92.64%,1.99%,"412,190"
Belize,1990,92.64%,2.60%,"412,190"
Belize,1985,92.64%,2.73%,"412,190"
Belize,1980,92.64%,1.58%,"412,190"
Belize,1975,92.64%,1.75%,"412,190"
Jamaica,2000,94.13%,0.94%,"2,985,094"
Jamaica,1995,94.13%,0.92%,"2,985,094"
Jamaica,1990,94.13%,0.71%,"2,985,094"
Jamaica,1985,94.13%,1.55%,"2,985,094"
Jamaica,1980,94.13%,1.30%,"2,985,094"
Jamaica,1975,94.13%,1.57%,"2,985,094"
Portugal,2000,119.46%,0.40%,"10,140,570"
Portugal,1995,119.46%,0.39%,"10,140,570"
Portugal,1990,119.46%,-0.07%,"10,140,570"
Portugal,1985,119.46%,0.36%,"10,140,570"
Portugal,1980,119.46%,1.23%,"10,140,570"
Portugal,1975,119.46%,1.18%,"10,140,570"
Cape Verde,2020,125.29%,1.10%,"567,678"
Cape Verde,2019,125.29%,1.13%,"567,678"
Cape Verde,2018,125.29%,1.17%,"567,678"
Cape Verde,2017,125.29%,1.20%,"567,678"
Cape Verde,2015,125.29%,1.27%,"567,678"
Cape Verde,2010,125.29%,1.25%,"567,678"
Republic of the Congo,1955,90.19%,1.95%,"5,797,805"
Eritrea,2017,127.34%,1.08%,"3,662,244"
Eritrea,2015,127.34%,1.06%,"3,662,244"
Eritrea,2010,127.34%,2.32%,"3,662,244"
Eritrea,2005,127.34%,4.28%,"3,662,244"
Eritrea,2000,127.34%,0.79%,"3,662,244"
Eritrea,1995,127.34%,-0.49%,"3,662,244"
Sri Lanka,1960,82.99%,2.38%,"21,575,842"
Sri Lanka,1955,82.99%,1.95%,"21,575,842"
Brazil,1965,90.36%,2.93%,"215,353,593"
Brazil,1960,90.36%,2.91%,"215,353,593"
Brazil,1955,90.36%,2.99%,"215,353,593"
Angola,1960,90.46%,1.58%,"35,027,343"
Angola,1955,90.46%,2.09%,"35,027,343"
Belize,1970,92.64%,2.86%,"412,190"
Belize,1965,92.64%,2.88%,"412,190"
Belize,1960,92.64%,2.88%,"412,190"
Belize,1955,92.64%,2.99%,"412,190"
Jamaica,1970,94.13%,1.32%,"2,985,094"
Jamaica,1965,94.13%,1.52%,"2,985,094"
Jamaica,1960,94.13%,1.11%,"2,985,094"
Jamaica,1955,94.13%,1.90%,"2,985,094"
Portugal,1970,119.46%,-0.48%,"10,140,570"
Portugal,1965,119.46%,0.04%,"10,140,570"
Portugal,1960,119.46%,0.50%,"10,140,570"
Portugal,1955,119.46%,0.49%,"10,140,570"
Cape Verde,2005,125.29%,1.58%,"567,678"
Cape Verde,2000,125.29%,2.08%,"567,678"
Cape Verde,1995,125.29%,2.71%,"567,678"
Cape Verde,1990,125.29%,1.63%,"567,678"
Cape Verde,1985,125.29%,1.89%,"567,678"
Cape Verde,1980,125.29%,0.99%,"567,678"
Cape Verde,1975,125.29%,0.12%,"567,678"
Cape Verde,1970,125.29%,3.12%,"567,678"
Eritrea,1990,127.34%,2.42%,"3,662,244"
Eritrea,1985,127.34%,2.94%,"3,662,244"
Eritrea,1980,127.34%,2.86%,"3,662,244"
Eritrea,1975,127.34%,2.80%,"3,662,244"
Eritrea,1970,127.34%,2.69%,"3,662,244"
Eritrea,1965,127.34%,2.65%,"3,662,244"
Cape Verde,1965,125.29%,2.69%,"567,678"
Cape Verde,1960,125.29%,0.46%,"567,678"
Cape Verde,1955,125.29%,2.06%,"567,678"
Eritrea,1960,127.34%,2.29%,"3,662,244"
Eritrea,1955,127.34%,1.81%,"3,662,244"
Mozambique,2022,124.46%,2.92%,"33,089,461"
Mozambique,2021,124.46%,2.94%,"33,089,461"
Mozambique,2020,124.46%,2.93%,"33,089,461"
Mozambique,2019,124.46%,2.95%,"33,089,461"
Mozambique,2018,124.46%,2.96%,"33,089,461"
Mozambique,2017,124.46%,2.94%,"33,089,461"
Mozambique,2015,124.46%,2.82%,"33,089,461"
Mozambique,2010,124.46%,2.80%,"33,089,461"
Mozambique,2005,124.46%,2.96%,"33,089,461"
Mozambique,2000,124.46%,2.73%,"33,089,461"
Mozambique,1995,124.46%,3.58%,"33,089,461"
Mozambique,1990,124.46%,0.35%,"33,089,461"
Mozambique,1985,124.46%,1.88%,"33,089,461"
Mozambique,1980,124.46%,2.73%,"33,089,461"
Mozambique,1975,124.46%,2.41%,"33,089,461"
Mozambique,1970,124.46%,2.33%,"33,089,461"
Mozambique,1965,124.46%,2.27%,"33,089,461"
Mozambique,1960,124.46%,2.00%,"33,089,461"
Mozambique,1955,124.46%,1.78%,"33,089,461"
